a_number,fco,date_file_open,last_name,first_name,middle_name,mother,father,aka_last_name,aka_first_name,dob,cob,coc,coa,poe,doe,sex,soc_sec_no,i_94_adm_num,passport_num,fbi_number,driver_license_no,finger_print_code,travel_document,ident_fin
A141897360,EZX,1142014,Bailey,Calvin,,,,,Barbie,9171977,LRSZL,XZWAG,E56 - 203(b)(5)(A) EMP CR NO TGT ARE,YZT,10012018,M,485892783,80752817907,TWJEEM2HRI2O1HHG8637,7Z86H9JTDSWD,ZT2V2TIBA2KH12AO6RED,QSHXQMQKSFSHCSEJGKHJ,RETGCTXDTEYIHYWSKRJS,57148
A750583482,ZGM,5042014,Swift,Christian,Lebsack,Joleen,Wilfredo,,Erick,7091934,SGOYA,UFWRB,XF3 - 211(a) CHILD BRN ABD F-PREF,WKG,6102015,M,216517797,73842133430,ENUKO2XZ91WVPXB4HS1G,QRCVXNZ3K7Q0,9FC1W0LD5Q9V1TV6IUXZ,POLSXUJWJCTDATPOWFWB,ELWWAWTSXBRVETZJDYVW,282777608
A251423158,ADY,12142017,Fahey,Fausto,Weber,,,Goldner,Consuela,6041936,CVCPE,VARJD,FX1 - 203(a)(2) SPOUSE OF LPR EXMPT,HXT,4092013,F,844904695,20952317435,FYZ2PZP5HM1AWD8RJ3W8,XA3KCK0PSY21,4CG31WZM4A93HPYJTBIP,VKDFPCYRPVHAHNCBZUWM,SQYQDVBZBBMUYPOACJGG,967045
A581372564,WYH,4092019,Waters,Margert,Aufderhar,Maegan,Galen,Schiller,Joshua,3241958,KPHRV,ZULCV,EW0 - 203(b)(3)(A)(iii) CHILD OF EW8,PDU,5052012,M,133150456,23021990060,95HVEYPEXWG9SYYR7634,JB812YI4IBWE,IER4HXA30W6CSUFFZS7F,PHXSLZIJWGZRKABBELJO,HEIEVCLCHEDNQIIYQDFH,67277
A697048263,IHO,7132014,Orn,Wilburn,Gaylord,,,,,10021979,QTCGG,AQTDJ,M1 - STUDENT - VOCATIONAL/NON-ACAD.,GVK,12232018,M,410773219,59069391728,KIVRS9A85PJ42T66EANT,OA7MM89H50XP,UZTQ5VD46X36PL3EQANK,UTDOAXVGIIQUSSOKGJZO,QRJTYJOAAHORULENUSEA,60451191
A740834895,WME,5172020,Jacobi,Gaynelle,,Man,Harrison,Ferry,,9261990,JRUVC,EPIYZ,CX8 - 203(a)(2) CHILD OF CX7,REC,10262013,M,576371791,74357202388,30NN1EI1ABC6ZIORT8H9,5Q1QZZUWZ4R9,5PVNK474UL264FJFT2RF,PHNFJWBWXHBTKPKKIGFR,MZMTIUIEOYABEYCWPKRG,944177
A190652130,XPL,10262014,Murray,Juan,,Verlene,,Morissette,,9151932,BSGST,KAMFH,L1 - INTRA-COMP TRANSFEREE TO CONT,ZWZ,12082017,M,969326061,95929523057,WJ1G13VHKD0RF1Y66L4H,3PM05I8XQNQ2,PRH3I1E8EDU0GPN6TZ4Y,YJNVRTAKPZHDUQRCAZSB,XFAHKTGACKHDBVMMYQVO,4424205
A621132796,NHJ,9052020,Aufderhar,Leif,Hahn,Trudy,Freeman,,,3081955,CEYQM,DEJCG,MI2 - TT CITZ ON 11/2/86 DOM 81-86,QUY,2292016,U,363003451,81798036251,57RZG60WBRSCM852EYUB,1OEB78QRR62Y,0DL2X0GN6KQR1KCNC4I0,HGLNORFRCEDTHNVPSQNC,OJLDOUGGZUOTIEWTWSVJ,670474530
A938525205,ROX,12252019,Vandervort,Bruno,,,Leon,,Lorri,1232001,PLOEN,TUODW,F1 - STUDENT - ACADEMIC,MDT,3292017,F,211332563,82725866304,6Z0BAHJ5PXG6YO93TR0J,0OMMQF93K81Q,NUQ52K7A7XMCQRH2E1HG,SGKZUIQMXROSBMZQTDZL,VVEHEXPGZTCGNNVNTNHD,146547
A946466059,XRP,11252014,Zboncak,Vicente,Nicolas,,Louis,Stroman,Takisha,3091945,OBQYA,NBNCR,P72 - COND ENTRY BY NATURAL CALAMITY,QSB,3022019,F,608369832,78853847018,I17U28IVYH5D9S1UEIV2,18BK2PWID3KP,AR9Q1FKDTZC0UIH9MV4U,ZZKOFNRGGWTKUAIQZHFP,VGERVAIQPRUZHUOCUIFO,537500
A447148996,HVT,9132013,Zemlak,Perry,,Trish,,,Cherrie,8051990,VCULN,GNTHM,U3 - CHILD OF U1,CKC,7262018,M,128241167,85100058303,1B5JXI1GGA7KGN2VOA3B,0QES7RV0ENBW,V68GUJ5TIT1KB50L4UT8,VTIXVUPTZOVSADDUUBBB,COLFBYDSSTFNIZFYTUQY,6769429
A180526232,DWZ,10042013,Schimmel,Val,Heidenreich,,Irwin,,,9031995,STDRO,WZVJK,B29 - SLF-PET UNMARR SON/DAUG OF LPR,LTM,9232017,M,382749079,99435043612,8F6CI0YYTCEXZ2KK9CTW,QH9AXC2BGII8,SM6XZ24EKFRG8DXE2DS1,BUHWWZMGVNQOLSAWKNAC,GXUPVUHCPLPRWSUIVXWC,8649
A640936246,GIX,6012017,Willms,Belen,Legros,,Lance,,Karlene,6261970,XWLGY,KYFXV,OP6 - CTRY DIVERSITY PROG. (ADJUST),EDJ,8242018,F,482508202,46268529761,HBG69R53J0FQONTP26C8,JTW0F61NSHJF,FTM4FPK4MIEANM20JHC3,RWGIBPBMHRGIFOCCDLDS,XVZSNUBNXAZRKNWLIBFM,484477
A203187293,WPX,2272014,Boyle,Miguel,Mayer,Oretha,Mike,,,12171987,MBXPB,VVMGU,Q3 - SPOUSE/CHILD OF Q2,XTQ,10052020,F,989261652,25728678579,YBRW9A0VJAHRJRA616SC,796Q6TZFUBKC,39SMPIDWTF921Y2TGEA9,WJPJLDKHUMLGBMFWZULK,YKCRJUYIIGJSCOSRAXMI,4249435
A594601317,FBA,8022016,Daugherty,Russell,,Kathrine,,Lubowitz,,12181942,QZHZV,UNXSD,Z8 - ADJ OF IMM REL CITIZEN/SPEC IM,UXK,1152014,F,183246419,67464064573,ZCTJ0EEG27V7P1OWIONU,XSND49Q9JLH7,CLN91HCEUCB51GQ14ZI2,FAYOBNTBDOGPFUEVXNXI,ACKZOPVAABHKIRIBUJGV,55001428
A881838426,JSS,4062014,Ward,Rachael,,,,,,4071996,HSDTP,XOSCV,PH6 - POLISH AND HUNGARIAN PAROLEE,ZXG,5072017,M,586234856,54381475192,W91U0O4VXMBSGROF2I6V,99VJ7TKGD3JP,J56QPMW3D6PBD79XJ0PC,LQSZKEKNCOIQMVSJAEBI,SQYKFCJURHERCDYNXNPS,575554316
A548339266,RTZ,8212014,Mueller,Verdie,,Cicely,Dewayne,,Catheryn,10111987,FUCLH,SQSGF,CX2 - 203(a)(2) CHILD OF LPR EXEMPT,XDG,12062015,U,525839387,80375792993,JY672I0R0V8U3E54ODPY,AY5K4ZI9RVFT,125DHGYS5R0WC7HOQW8O,QUTQTFGMJYGIMICHQYOE,PWTJCSPQMBSXXDBDYAPE,2059
A264440201,FGG,6082015,Carter,Carli,Ratke,,Federico,,,12211977,SNBKQ,HGMGX,W26 - 245(a) PERMANENT RESIDENT,ZSV,3052012,F,468197426,35119067170,ML5BI5E6CPRD7H2SC95W,68KBBIFJ09UU,TM3SCXEZXW9A90JHW281,CBRDQAGBWOFFUVGTTJFG,OECXNDOIIYOHZAZOAUNN,3585074975
A895013686,AKX,10232012,Schimmel,Coleman,Carroll,,,,,8211975,FKIMG,DFLCW,EX2 - SPOUSE OF EX1,CNN,5282019,M,142984335,71651456935,VHLJ6XU8HO07UB3ZJDWT,ZRAWJ9U2AUU2,DSYVR1Q73CS6NONA0WO1,YGRVRFVVVPHWUOHZEHQS,HEJMPDSXWHRIEXQGWITR,27693
A557090580,QVS,7222016,Windler,Gilberto,,,Nicholas,,Dennis,11031952,ASVIH,THHMK,EW9 - 203(b)(3)(A) SPOUSE OF EW8,ZHZ,2232014,U,283987292,54370028376,PJ2U0U41HSE3LGAR2WYF,IT22B7EWU31E,6D8UEZ1NKZEL0IZ4M8EZ,LNZDORLRRIQANAZQWFXX,HBPDZDYYEIGZEZMDKYXY,5313666
A586677803,WYQ,9132013,Kris,Alexandra,,,Norberto,,,1191982,TWHGY,HTMLQ,SM2 - 101(A)(27)(K) SPSE OF SM1/6,SIJ,6182020,U,439921278,26339522131,LJL62W0AAOJWX7KDT1X1,KCX88O9S7ZRP,D0URDH22KTG0FLWB3EP3,RTVYNRDSCXNSNKGPKDWC,JSQVFWNWRYHDYRCSFCRS,86118
A152213932,IEF,2122017,Bashirian,Chong,,,Jamal,Harris,,3011975,DIJII,UCOCN,T56 - 203(b)(5)(B) EMP CR TRGT AREA,QOO,11012015,U,207890220,65288692592,ABO0W68W1GSC1WU8OCOL,FDIAGL1KAY01,AN9LMBBQ105F4QLVWKSA,EDAFZUZPQPBASXDVXBND,RLXABJZWBQWJHXZFNJYD,586671
A191652894,HDO,7212020,Prosacco,Josephine,,Maryjane,,Kris,,12311975,QUNZL,UDPBP,F2 - SPOUSE/CHILD OF F-1,BNC,7272014,M,402518441,68051137800,XA6LW0KTPHHB422TB3JH,D3T2CMU38JYD,8PF3RBOW6N85PNSD8KVL,QUZZHOYNNGFZXUZHSAHF,TORBGFQLJZNZLBVDJDGE,4743461
A568624328,GXO,7052020,Jones,Tiera,McClure,,,Mayer,Carlita,5141989,PURXV,FQYUI,T3M - 1ST PREF CHILD OF T1M ALIEN,QUV,5092015,F,299721143,32684264783,7N4D8L8CKI27LAMFZEDL,600GG14LZVFV,ABGEZ68KJC1IA3HR85I5,DWTTMUNPXXNTTCPOTMWE,SMOALCUOXAYCLMQLOJHE,124942
A252881286,JTH,9252012,Rodriguez,Shannon,,,Jeff,Lebsack,,3031952,LUOWM,WDQHB,B36 - SLF-PET MARR SON/DAUGHT OF USC,ONN,12112014,F,445236155,70578181012,52WSKH45L2YK3JFARZLR,NDH2WODNOC57,XQ1N7KWC7JUE11A2LH96,PGMLESIOGFDUBPQQKMVY,LNLPXGTHIKPDFOXBMIFJ,69152855
A851155199,XIC,9042018,Legros,Rafael,Monahan,Sherry,,Gibson,Boyce,6221984,AMGTK,YAQGZ,LZ - BLANKET L PETITION,PEW,12292015,F,653598597,59895093909,EGUT3ONZJZ3NY68WA347,97GKQ3HHDAA3,B1OKF9LVVZ0X6V4M4JL4,QPKGKLVICEHXTOPOJUTB,ARTAFHEGSSGLYUITNVZA,66025
A475426442,FRG,8092013,Gerlach,Burton,Will,Liliana,Jude,,,8011948,XLFDE,OXCZX,EW5 - 203(b)(3)(A)(iii) CHILD OF EW3,GIV,10042015,U,355920158,78504035155,03JB9DDTSJNTV8A0R9NW,VT41HG0YHKP6,J7L6SDHLA6GU9LXO1NI8,BHZKJBEQJFYTYTAJOQQA,BVFKMRNAQLWMVFEQMXIY,9252034035
A476978958,EZH,5162018,Kuvalis,Abel,Boyer,Alecia,,,Mathew,11101968,KCXAS,FPUDH,"N3 - CLERICAL STAFF FOR N-1, N-2",BFT,8242014,F,702221680,58154481603,TQ33EGFS3MB7EPH8OP4W,VF877NMBNCXN,9BU89UJMHY7EOCQIJO8H,FHERNRAUYKUUFDDEICFE,LNKZHXTALDGUSGSPDPWL,59967
A500311113,WAO,1042016,Labadie,Reginald,,Lauryn,,,,8032001,BHAEW,AEKZQ,AM8 - MOTHER/REL AM1/AM6,MXE,8052014,M,863886397,35314841584,5NFK5XQ193RHA9D0BARH,UL1XOS9AYT5C,0R1KQ5F17UV63T7SZLFG,FYWOXNDDPEZHHNRVLBOI,QYWNQLNIGGMCNESHIYPQ,389753
A457143098,JNO,1252016,McKenzie,Nannette,Rempel,,,,,8121970,OPGKM,XLOAF,WD - WITHDRAWL (I-275),YAK,4052017,F,729204521,72653554912,QDKM5LT5U0JEJ901KMX6,KOHC73D0YTOT,9L6ST32FU5CQ93VTUR46,PXGDWPXDCZQBDRBEDSLL,LHYUAMTSZJXAFFPAZXPP,265308
A765928793,EPQ,7182017,Dickens,Newton,,Luetta,,,Lacey,8181994,OZIUH,DTDWY,TN2 - NAFTA PRINCIPAL (MEXICO),MLS,12142016,U,386029590,49657168876,H3PN27O7QX0JCEH0SQ2L,R7BXZS6JIK2A,4U7CFPXA7F31LZXBCN0S,QUDFGJEILWGASXUEFROJ,PZYQXCBCZDZIRDGPTIWI,10423706
A136570213,HJB,2092016,Stoltenberg,Jarrod,,,Abraham,,Armandina,7071946,HJODD,NGGHV,U2 - SPOUSE OF U1,OVS,11212013,U,987846942,72122127117,83LJV4B14IOFAFRQ1KAZ,0A55X7SH0PVA,6RYFYEU9E02PDY4IO0EQ,OFFWHHPXMYWQTUIQYYFM,GRUPYKETHYCEUMRBLPBQ,924810
A846583683,MHK,11022017,Kling,Derrick,Olson,Cassey,Lowell,Stokes,,10301931,CKDMP,BXFVC,T1M - 1ST PREF SELECTED ALIEN,YQR,10312016,F,249920489,78511335227,83L7JKUV6L0GAYUFTB1Z,43XZMQHWJH2H,6NQE0TUBUIFGK0FEU74Z,WEFZYBRMYZSOYSLKGYXL,GGAAUKOJXMISPGAUDPDU,89993553
A941904316,YPL,12212019,Ferry,Lupe,Mayert,Blythe,,,Michale,12191963,KBCSQ,JSMKS,XN3 - 211(a) CHILD BRN ABD OTHER,VZT,4182014,U,593471833,71801798817,C3SL7WFH3VOJJXAS6D7B,CC4VDGR5K7G4,RBL77WZKZDLK31GM9RM8,GGSUFOEPARBJWWWLJYCO,SRUIXINOITQKQUOOSJNU,90969642
A189284980,ZCS,1062018,Bosco,Nida,,,,Hickle,Britt,5091970,DZXQI,JGVVY,Y12 - FAR EAST REFUGEE - ASIAN,LHN,3152014,F,148091570,93130215990,IBXP1SGH8NQOY5O7TX60,6AKOPOXH64BP,1942SQCOIH8CDUM3TK0K,VSFQSARVYQTYVKWWXOVV,PPYQFCEUIYVMHHBNDREC,30626069
A553530544,HOQ,6082016,Bergnaum,Susy,,,Simon,Treutel,Tamika,11231995,PDKTQ,NMWGN,P76 - REF ADJ UNDER SEC 203(A)(7),KDX,7142017,F,800427651,42406275398,0H1MKZTZ43HPTMH98ZNA,V4IFYOL633XH,FTMXI18Z1KAU1EGGRM4G,FBZEPKLFTWAXBDYENTSQ,IKOFCRXJYGRQIDRLLUXD,4034314
A118314967,GTC,1222012,Kling,Wilfred,Kunze,Nada,Nathan,Casper,,5021991,CXYUX,VHUPM,B26 - SLF-PET SPOUSE OF LPR,KXY,4132016,M,906458628,92753009261,05N6FGQ3AMQA14ZYEYUD,1ZSNQVT08PJC,YM9K7QPKI0H57PBYVI37,ZOXOIINOHHCOBAFDQCXF,IAFPANYDFQBLNEFGQBSX,27123
A128512121,USD,10102016,Hoppe,Cora,Rath,,Cliff,Lakin,Alvaro,5231993,JKWQB,XCQPP,Y7 - GREEK REFUGEE IN GREECE,NGA,7302015,M,421472639,66686611803,X2K19AWA9YHS45EY2N7N,IS3IUFD35VAG,69UN6FVW76A3UMOL4C6A,VZVDNKWSIJCLKHFJTDYI,LICQAMBEIZIVBOPAEGAB,7050334
A991370729,HBZ,3212014,Pouros,Dwayne,,Martina,,,,8271981,AWTUL,EDWXV,T2 - SPOUSE OF T1,YOP,9192014,M,811958240,34294564212,MM9K34PMRWLSB78QRA3G,ME061WBBP3ZU,YS0PZPUFMH8CVJ5UM02E,BOASSQFUVAKAABXLSMTL,QPRGFECSGBNZMZGSDTDR,7082788
A894106848,CVY,4182016,O'Connell,Elayne,,Theola,,D'Amore,,3082001,QQHUK,PPGWF,HE6 - 902B1CIII-PL105277 HAITIAN,EYG,5032012,U,727924698,72730549755,RZS5IA75ORFAJL3UR48O,45CB5ERK66KU,1P0TRGWXJYGTC2X9K57V,KKEEHBNWILZOPGJHIRMY,EQTYCIBGUWSXRDIXINVN,9656129085
A952404662,DNP,7082016,Larson,Odessa,O'Keefe,Katheryn,Lindsey,,,1081948,YZWPT,SBKOJ,F17 - 203(a)(1) CHILD OF F16,VJG,4232019,U,571928336,57532591557,SWX3874OCOCO6H7HXGII,FJ65UCV3KJWI,YD630A8J0PSI4KBWUQHD,LCOZSEVOBWVSJVENGIFT,JQOJMAUMIKAKMXVTFCYG,2494
A733616221,UNW,4142016,Lebsack,Granville,Abshire,Janean,Ryan,Lowe,Jeramy,1151942,PIOSG,KSEMC,K17 - BRO/SIS/SN/DA US CITZ 12/31/53,QMT,11222013,M,942327271,26778834122,2UDNMGF5768EZFJNL2AF,DIUEW18OYR6V,FF2S9LUYQOACQ7N76OW3,GVBJUHHAKHNADLQYWZCM,REKIRGKHDUQNYRTOLXKB,439059
A905105172,TKF,5252020,Brekke,Esteban,Langosh,Temika,,,,4091982,ELRZD,XXLDC,K8 - GERMAN EXPELLEE,TMU,12312015,M,651816408,80815383644,XBN9VT76OCA3L4GK445B,U5INGH387FLI,V0DELW1XLT4WOHW3TI00,LCMIBEXHFHUBAWPTYYXT,NXZCDUREVDCBABWYSIAP,1054
A185891064,TVX,10162012,Weissnat,Ashley,Beier,Breana,,Sipes,,5251995,FZRMV,HSHWU,PH6 - POLISH AND HUNGARIAN PAROLEE,JXL,11112012,U,343329259,19261413159,DZN2H8ONE8TEF4A08E3C,9HXSP759NU0R,1BIXCRP50EC91M0FAYRH,KHFVMCBTGLGYNLEYMCOY,EGMONVFJFXYLZUHMGKQO,3206
A178147669,JVX,7292019,Bahringer,Heidi,Farrell,Virgen,Wilford,Welch,Scot,1061960,NOSOH,ASLQD,Z91 - ADJ UNDER SECTION 13,IHD,12012012,F,352671576,28502024430,301ISBT41VB3NBRQZBBE,PBMO4JQXF6K7,NMSF0JZUPQ5X2XU11JMF,HAPEANEUXNDAFXSHJRYU,TDEOIEEFHNTOGBQRLANJ,567975
A808748788,GJT,6212015,Swift,Nestor,Schuster,,Oren,,Jovan,9011961,YBMKJ,INDZU,SD1 - MINISTER OF RELIGION,ARU,1192013,U,811432110,64349642660,HL0IJPLC9K8LHVK7NV75,2Y1BCGG4LKHW,N7C7XPBALZUVY54HU9FK,RMJCRZPBDQANPVCXBHJX,IPQNXWESSATYYJAVYROR,884394
A941901488,OJB,2042015,Lockman,Bobbye,,,,,,3061945,INNII,JGSNM,SF1 - FORMER EMP OF PANAMA CANAL CO/,QKF,11182014,F,274751236,21160758422,L20VT1GU9Y9Q0KGC75NY,41TGNK7J0BKD,0TMNXQOMN0R5IELFJ751,FAHHLECYPBZCEOCHVFLQ,OYHHFMHLSDMPJBYBYTNO,5030090
A435712035,TQD,3152014,Vandervort,Brant,Kiehn,,,Crona,,11011939,JVOYK,MNUHU,F20 - 203(a)(2)(B) CHILD OF F29,QED,1222019,U,510719524,68804508869,3KULC6BFOW2Q9W8S1RS8,6GCXV9VBZ7DT,EIU49WS3YHY3PK29BWZ7,RQRACTPOAQCAFPOQMEDO,YBIBITPCHNNJWMJOCFTD,93821
A497547689,RAF,3132019,Hilpert,Sid,Medhurst,Marvel,,Erdman,,7291977,IXLSI,IVAXE,SN4 - SURVI SPOU OF NATO6 CIVILN EMP,EUA,6062018,F,341160173,35506573183,R3HK6MINADY2KOTD3W24,VQ6NG1PE6HXI,Q576CDN4Z33CVQYSXHN4,JLMMYKIDKILQONLQCKBY,GNTBFLWPOSGULUWEFLVM,572806
A219955054,KSJ,7122014,Medhurst,Dierdre,,Jeannetta,,,Wilmer,5011945,ZXHRS,JCIDX,B1B - NI DOMESTIC SERVANT OF USC,JCY,8032015,M,250241385,50438465578,9RSZLM3M47YMLKHZ1J2D,GUX9SDKSR74E,QC17MFZFIWZNDATT8W52,OGGOUMTFFGWOTOOKQGLG,BVQSUSMDTYDVSTMTTKFY,5202821409
A553985046,ZUW,5262019,King,Jeanmarie,,,,,,11071942,LLJZJ,IDYWV,K8 - GERMAN EXPELLEE,JKL,9152015,M,728282540,51131629257,0T6NTJN9HR3FEFZ7XKLB,SAD5IH8S4THO,DKI9IN1VIX9IUS0068UJ,DZRKOYZTDQEQHTNSMWDH,VPJQHRGQUEJPFWVUOWNQ,973479
A904058503,NID,8232017,Price,Mohammed,Bartell,,Carmine,Waters,,9261987,KLTVY,OUWCX,K18 - SPOUSE/CH ALIEN K15/K16/K173,AFE,1062016,F,721770947,39801964555,BV62PP4ZZ3BLE1LBHRT2,D70ITU0N9ESX,4C7K9VUYCBA6VE8UAVEW,QIHZKSMUUTKCSMSVTJQG,GKXIGPBUXFGDCSBNRKSV,4261
A947419327,HOE,8272019,Steuber,Eli,,Lurlene,Tracy,Heidenreich,Anderson,6271944,FSHJN,NOGGC,A46 - MARR CH OF CITZ B. IN ASIA,EWZ,4122013,F,334330444,30663586014,HTDMHUFX4IQ8N09T5VOJ,N0O1D9SLN48H,6ETA64YOU2LXZLCVC4IG,GMDRZVFOUEQHFMPWIJAT,UPHFNEZTYYXBPLNLXAYG,74367600
A622885063,VHG,3072013,Wilkinson,Keenan,Bayer,Lydia,Stanton,,,3271971,MBDXC,UNQFF,C29 - 203(a)(2) UNMRD CH/RES OVER 21,MDU,9292011,U,882393426,32772336743,15HIN7PRYR37M6CHJE4Y,ORL0M9YBR5Q1,P47QLWX49FB0J9IEWYP0,YPEQRMARWXJLSAIJOOMH,LVKTMIFVRRTTTXKROYLS,8660
A671413584,BAF,9292016,Gaylord,Tamara,Ondricka,,Lynn,,,10281962,GDWMX,XHPFM,K1 - ELIGIBLE ORPHAN ADOPTED ABROAD,BAP,12232019,M,347564240,33135597147,UY5G3TK43Y64UVVR0N0X,M1F54V4CXLHG,7IX6TY6T1SA6JV9FHMV0,LLTYQACUGEVDTKNXBFGS,RYOLNRAXISQYFENNYVPV,80032
A717216365,ZYY,3152020,Ritchie,Berneice,Jakubowski,,,Zemlak,,6031949,DUKPE,DINYT,"CR6 - SPOUSE OF USC, CONDITIONAL",YPD,5152017,F,736337435,24489547511,T79HXS7LA0T76SQQ6BKK,85R3ASDI39K2,YJ3O6FLY0RFUA3KV6UKR,GHJNEBGZFXBXTGXJICBC,EGUERNXOBSXPCLEBHBFW,501810
A349251137,AAW,1192020,Gleichner,Leigh,Waters,Diana,Normand,,Stacie,7061979,HUAFY,SBEOS,ME - ELIGIBLE ORPHAN ADOPTED ABROAD,LCI,1172013,F,831653757,26767144457,8Z8KO142Z1MTUKC8MBHZ,1EY5IQLFJAN6,UDRG67Y2K717ZJMJHKJC,ZJZGMANZWNQEJIKSMQYW,NORGMTKNXEQJPCHIQURL,662130431
A599481799,RBF,10312019,Borer,Tracey,Langosh,Delma,Colby,Schamberger,Kelvin,11251944,AVBDE,SPCSP,Y10 - DUTCH REL USC/RES NETHERLANDS,YGB,9062018,U,851128370,54598498436,A1M1W7AC2KV9G9KWGVPM,AERTRMV337GN,U4ATNZI4XCKTH4L5R1X3,LSFEDENHGULSPGGGJDYS,MMONJPMAKHMYDRFROZMR,7907848172
A777578438,YFU,11072013,Graham,Arturo,Ryan,Elouise,Nolan,Brakus,Harris,6271981,TLALM,TRTUG,K3 - SP/CH ADJ 1ST PREF IMMIGRANT,SSJ,6242013,U,669431315,67566043979,9BT743IXFD8NULREPX15,4MBZ8KG680X7,KBCM89D62H5Y2EZDW2DE,URAAWJGNQOANLMVLKYZC,PRVSGIHJCCYAVECBFVJN,7176932
A622551393,LUQ,7112019,Thiel,Ruthann,,Marilee,,,,9081969,WCLOZ,PPZWC,SU5 - PARENT OF AN SU6,QCA,6062018,M,206131629,53921853324,UH1131GA0IZ5IZR6UIVY,30U0ZXVIESSO,Z48RTK7O4UPXBTKD01T5,DTIPZELLHSCNTAZRVVFZ,AFRTAYJQEIGVNJEBFGVO,2082
A484924057,TAB,10102012,Hegmann,Peg,,,Deshawn,Homenick,,2261947,XJVNJ,BLNSU,6 - REFUGEE IN THE UNITED STATES,VQA,4152016,U,141044146,54004546749,KX5XT7V55VUVFNWEDM9K,KE7IRYIJI9A5,MA7IFQE9O5AI06XDDSM2,VJCBGJRIMLSUBIQIYBQM,JTKVVJUXCBHEAOPJRFIH,32571
A675886519,ICX,11042011,Denesik,Lillie,,,Jonathon,Skiles,,10261953,WCMML,INJPI,"O3 - SPOUSE/CHILD OF O-1, O-2",PEZ,8302016,U,645132679,59720728234,VLH2P5VFF38TCBH6CT5J,94GUEZV418EW,JR5LR6TX9Z8D55TW2ZIT,IYHIVQQZAOTUGCQYLLZJ,QKWGDXDCQVMLSZVGXUWI,77637659
A439137178,MHJ,12262014,Lubowitz,Melissia,,Ettie,,Toy,,9011970,PBNEP,XNNPA,H3 - ALIEN TRAINEE,OYO,9292020,U,328126772,48822102480,1PSVF20SBYRKF7GXQS2Y,V7B7GX0FJ8HG,82FX5GQBV0OF4FMEVEFB,GFCLIPBDOKIFOXGUEUYV,RBZZGZXTFUWNEGAZWKCY,7477907
A182322634,SMR,8092020,Prohaska,Alma,Wilkinson,Cassey,,Smith,,12101989,PQQHG,GQYUD,1B5 - H-1B5 ALIEN ATHLETE,PVZ,6082017,U,331621603,74322943136,01HVOMF4UH0JG58SS0P6,OMLO366A84O8,2LPYCSTUL138RY2V3L4D,GOBLKHTZYAVPLNWODZTM,WZWYIQNUUIIGHCMIDOTS,933289247
A913706064,ONL,9192016,Rutherford,Marcelene,Reinger,Buffy,Asa,Schoen,Barton,7301962,BPIYQ,KTJOE,"P28 - CH OF P21,P22,P26,P27 ALIEN",YFJ,2062019,M,644573411,71260912882,G3TNUNOU7FS4T4S6PMHN,HN8MM6J64IPV,3LXU4FLGQZ9Y2BTOOF8E,SIPFWRLUCOHBJBEHVMXP,HIDEOHVPEYCLVTSHTEKN,8224535783
A521708846,ZHX,3132015,Balistreri,Lanelle,,Dorothea,Dario,,Sharleen,5081981,QSQWH,AEMKT,SA8 - CHILD OF ALIEN CLASS SA1/SA6,LJF,3162012,F,277951466,99707974926,9POAKN8E2O13JTW1QYBW,QO8VXHB3169W,FALULGN3U1WU3UW9AY4T,JGNZFIPMUXRVLLDELBMX,VOCQFNNEBEFPICAMISIM,7568774378
A805643278,HCN,9042019,Rutherford,Grisel,Tillman,Alicia,,Leffler,,8111942,QKUYY,OWNCT,F46 - 203(a)(4) BROTHER/SISTER  USC,JIH,7232020,F,491558853,48002086524,ZU3ZNW8A2PWNJDK4V44O,F21PTMYIKIO2,YXQQO238UP9OGN929AKB,RNLKSGNQFBASXXIYJCZQ,GYQDUODQMZOVVBEFOUTB,13205
A352105238,UIU,4052014,Marquardt,Huey,,,,Waelchi,,12111998,VFFDI,YOLZX,SQ2 - SPOUSE OF SQ1 IRAQIS EMPLOYEE,ULB,10042019,U,474977946,39592960679,BOBAXQ4NW776U0AXK0I9,SNKV6TGB9W50,Z3VKB4IZUM4A4SZ9CK22,QKDBPCTKEJAQISFGHPIT,EPCAIDBJNBSBSUJVISZZ,445331487
A174473449,DXC,12062014,Crona,Blake,Klein,,,,,8031949,MNNUX,KPQSD,SM7 - 101(A)(27)(K) SPSE OF SM1/6,PFJ,7102013,F,372917110,44629261393,8UZYA9ZA3VGTE4AW1L39,1W5LCAHS6CZ0,92GVVOUUB3HP7JN9S8CR,YARMQHLPRCEWJWEVOPNK,GJBIPCWBZUYFQXIYRKBI,320918
A114834196,YJS,11282014,Quitzon,Angel,,Sixta,,Stoltenberg,,2041981,AKXGF,XUNSM,F17 - 203(a)(1) CHILD OF F16,XZL,2122015,U,791519233,72254537372,JQ007XVSECMV7O7FLI0T,2ZQUY83G1QQY,8GX1VKZ6IE997AFL3DJX,VESFMGASFBADQXYZGQCN,QYGNOFQDAUBQWXWERIRP,7975810
A761577939,LLT,3072015,Hand,Jamal,,,,Ledner,,10051993,GLKCN,KJLVO,R51 - INV PILOT PRO PRIN ADM-NON-T,OVN,10102011,F,894689109,42742206163,OX1BM29U06G0EUYEE913,3N2TRD16TSCO,N5A8L1LFJ64K8SGH7KML,PNOGGORTEKVGCQSQLIEX,AFVUCHVCFDTSNGZQEZHE,6685
